Genome,Cluster
GCA_029536835.2_ASM2953683v2_genomic_100kbp_proxy.fna,0
GCA_034377505.1_ASM3437750v1_genomic_100kbp_proxy.fna,0
GCF_032681245.1_ASM3268124v1_genomic_100kbp_proxy.fna,1
GCA_042726125.1_ASM4272612v1_genomic_100kbp_proxy.fna,0
GCA_000952875.1_ASM95287v1_genomic_100kbp_proxy.fna,1
GCF_012647565.1_ASM1264756v1_genomic_100kbp_proxy.fna,1
GCF_030016555.1_ASM3001655v1_genomic_100kbp_proxy.fna,1
GCF_029536775.2_ASM2953677v2_genomic_100kbp_proxy.fna,1
GCA_060938635.1_ASM6093863v1_genomic_100kbp_proxy.fna,0
GCF_057334615.1_ASM5733461v1_genomic_100kbp_proxy.fna,1
GCF_057736505.1_ASM5773650v1_genomic_100kbp_proxy.fna,1
GCF_037844445.1_ASM3784444v1_genomic_100kbp_proxy.fna,0
GCA_009866865.1_ASM986686v1_genomic_100kbp_proxy.fna,1
GCF_001619555.1_ASM161955v1_genomic_100kbp_proxy.fna,0
GCA_042755575.1_ASM4275557v1_genomic_100kbp_proxy.fna,1
GCA_003694695.1_ASM369469v1_genomic_100kbp_proxy.fna,0
GCF_007666295.1_ASM766629v1_genomic_100kbp_proxy.fna,0
GCF_977010335.1_NRS7978_genomic_100kbp_proxy.fna,1
GCF_001037985.1_ASM103798v1_genomic_100kbp_proxy.fna,1
GCF_054331625.1_ASM5433162v1_genomic_100kbp_proxy.fna,0
GCA_035814215.1_ASM3581421v1_genomic_100kbp_proxy.fna,0
GCA_024653155.1_ASM2465315v1_genomic_100kbp_proxy.fna,0
GCF_052037985.2_ASM5203798v2_genomic_100kbp_proxy.fna,1
GCF_001560045.1_GG12_C01_07_genomic_100kbp_proxy.fna,1
GCF_014878105.1_ASM1487810v1_genomic_100kbp_proxy.fna,1
GCF_006088795.1_ASM608879v1_genomic_100kbp_proxy.fna,1
GCA_030348565.1_ASM3034856v1_genomic_100kbp_proxy.fna,1
GCF_964033655.1_BS517c_contigs_annotated_genomic_100kbp_proxy.fna,0
GCF_029350885.1_ASM2935088v1_genomic_100kbp_proxy.fna,1
GCA_047121255.1_ASM4712125v1_genomic_100kbp_proxy.fna,0
GCA_905319135.2_NRS6186B_genomic_100kbp_proxy.fna,1
GCF_001560385.1_NG05B_C06_02_genomic_100kbp_proxy.fna,1
GCA_965139425.1_CIP52.65T_genomic_100kbp_proxy.fna,1
GCA_002612765.1_ASM261276v1_genomic_100kbp_proxy.fna,0
GCF_905310975.2_NRS6085B_genomic_100kbp_proxy.fna,0
GCA_036967215.1_ASM3696721v1_genomic_100kbp_proxy.fna,1
GCF_035812495.1_ASM3581249v1_genomic_100kbp_proxy.fna,0
GCF_047782775.1_K3C_contigs_genomic_100kbp_proxy.fna,1
GCF_001560565.1_NG05B_CO5_01_genomic_100kbp_proxy.fna,1
GCF_024220155.1_ASM2422015v1_genomic_100kbp_proxy.fna,0
GCF_059053515.1_ASM5905351v1_genomic_100kbp_proxy.fna,0
GCA_055698885.1_ASM5569888v1_genomic_100kbp_proxy.fna,1
GCF_035804555.1_ASM3580455v1_genomic_100kbp_proxy.fna,1
GCA_001559965.1_GG12_C01_03_genomic_100kbp_proxy.fna,1
GCF_007672955.1_ASM767295v1_genomic_100kbp_proxy.fna,1
GCF_001720505.1_ASM172050v1_genomic_100kbp_proxy.fna,0
GCF_001560455.1_NG05B_C06_05_genomic_100kbp_proxy.fna,1
GCF_036221745.1_ASM3622174v1_genomic_100kbp_proxy.fna,1
GCF_042264165.1_ASM4226416v1_genomic_100kbp_proxy.fna,1
GCA_055378935.1_ASM5537893v1_genomic_100kbp_proxy.fna,0
GCA_007829515.1_ASM782951v1_genomic_100kbp_proxy.fna,0
GCA_042790655.1_ASM4279065v1_genomic_100kbp_proxy.fna,1
GCA_009913555.1_ASM991355v1_genomic_100kbp_proxy.fna,1
GCA_042789085.1_ASM4278908v1_genomic_100kbp_proxy.fna,1
GCF_034258595.1_ASM3425859v1_genomic_100kbp_proxy.fna,0
GCA_050456885.1_ASM5045688v1_genomic_100kbp_proxy.fna,0
GCF_000507005.1_PTS394_genomic_100kbp_proxy.fna,0
GCF_054065535.1_ASM5406553v1_genomic_100kbp_proxy.fna,0
GCA_060301005.1_ASM6030100v1_genomic_100kbp_proxy.fna,1
GCA_033845325.1_ASM3384532v1_genomic_100kbp_proxy.fna,0
GCA_035804635.1_ASM3580463v1_genomic_100kbp_proxy.fna,1
GCA_905311405.2_NRS6107B_genomic_100kbp_proxy.fna,1
GCF_038405335.1_ASM3840533v1_genomic_100kbp_proxy.fna,1
GCF_035658515.1_ASM3565851v1_genomic_100kbp_proxy.fna,0
GCA_055283775.1_ASM5528377v1_genomic_100kbp_proxy.fna,1
GCA_052145425.1_ASM5214542v1_genomic_100kbp_proxy.fna,1
GCA_058137905.1_ASM5813790v1_genomic_100kbp_proxy.fna,1
GCA_028540985.1_ASM2854098v1_genomic_100kbp_proxy.fna,0
GCF_983004475.1_NOWI19-1_SAMN09201440_MAG_00000038_genomic_100kbp_proxy.fna,2
GCA_050461805.1_ASM5046180v1_genomic_100kbp_proxy.fna,0
GCF_049949125.1_ASM4994912v1_genomic_100kbp_proxy.fna,0
GCF_982813115.1_FORT15-1_SAMEA3355528_MAG_00000097_genomic_100kbp_proxy.fna,2
GCA_037201685.1_ASM3720168v1_genomic_100kbp_proxy.fna,0
GCA_041224885.1_ASM4122488v1_genomic_100kbp_proxy.fna,1
GCA_017601115.1_ASM1760111v1_genomic_100kbp_proxy.fna,0
GCA_002215525.1_ASM221552v1_genomic_100kbp_proxy.fna,1
GCF_019704395.1_ASM1970439v1_genomic_100kbp_proxy.fna,0
GCA_982997465.1_NOWI19-1_SAMN09201603_MAG_00000067_genomic_100kbp_proxy.fna,2
GCA_037747845.1_ASM3774784v1_genomic_100kbp_proxy.fna,1
GCA_041949745.1_ASM4194974v1_genomic_100kbp_proxy.fna,1
GCA_042668685.1_ASM4266868v1_genomic_100kbp_proxy.fna,1
GCF_025847675.1_ASM2584767v1_genomic_100kbp_proxy.fna,1
GCA_001560195.1_GG12_C01_15_genomic_100kbp_proxy.fna,1
GCF_002009095.1_ASM200909v1_genomic_100kbp_proxy.fna,0
GCA_014100815.1_ASM1410081v1_genomic_100kbp_proxy.fna,2
GCA_029350925.1_ASM2935092v1_genomic_100kbp_proxy.fna,1
GCA_000830715.1_ASM83071v1_genomic_100kbp_proxy.fna,1
GCF_049945055.1_ASM4994505v1_genomic_100kbp_proxy.fna,0
GCA_052146085.1_ASM5214608v1_genomic_100kbp_proxy.fna,1
GCF_024259785.1_ASM2425978v1_genomic_100kbp_proxy.fna,1
GCF_035813835.1_ASM3581383v1_genomic_100kbp_proxy.fna,1
GCA_047947055.1_ASM4794705v1_genomic_100kbp_proxy.fna,1
GCA_018223525.1_ASM1822352v1_genomic_100kbp_proxy.fna,1
GCA_052119845.1_ASM5211984v1_genomic_100kbp_proxy.fna,1
GCA_036219005.1_ASM3621900v1_genomic_100kbp_proxy.fna,0
GCF_003174785.1_ASM317478v1_genomic_100kbp_proxy.fna,1
GCF_035805075.1_ASM3580507v1_genomic_100kbp_proxy.fna,0
GCA_007666795.1_ASM766679v1_genomic_100kbp_proxy.fna,0
GCA_056626575.1_ASM5662657v1_genomic_100kbp_proxy.fna,0
GCA_035809475.1_ASM3580947v1_genomic_100kbp_proxy.fna,1
GCF_009662355.1_ASM966235v1_genomic_100kbp_proxy.fna,1
GCA_055455695.1_ASM5545569v1_genomic_100kbp_proxy.fna,0
GCA_019037205.1_ASM1903720v1_genomic_100kbp_proxy.fna,1
GCA_000349795.1_ASM34979v1_genomic_100kbp_proxy.fna,0
GCA_001560515.1_NG05B_C06_11_genomic_100kbp_proxy.fna,1
GCF_000340295.1_ASM34029v1_genomic_100kbp_proxy.fna,0
GCA_016411915.1_ASM1641191v1_genomic_100kbp_proxy.fna,0
GCF_023369715.1_ASM2336971v1_genomic_100kbp_proxy.fna,0
GCA_003600775.1_ASM360077v1_genomic_100kbp_proxy.fna,0
GCA_977558985.1_MarMAG_100141_genomic_100kbp_proxy.fna,2
GCF_042264605.1_ASM4226460v1_genomic_100kbp_proxy.fna,1
GCA_977010945.1_NRS7986_genomic_100kbp_proxy.fna,1
GCF_020509345.1_ASM2050934v1_genomic_100kbp_proxy.fna,0
GCF_003600785.1_ASM360078v1_genomic_100kbp_proxy.fna,0
GCF_007677395.1_ASM767739v1_genomic_100kbp_proxy.fna,1
GCA_050051195.1_ASM5005119v1_genomic_100kbp_proxy.fna,0
GCA_057008375.1_ASM5700837v1_genomic_100kbp_proxy.fna,0
GCA_028807155.1_ASM2880715v1_genomic_100kbp_proxy.fna,1
GCA_040571395.1_TIED-AE6A_genomic_100kbp_proxy.fna,1
GCA_050455765.1_ASM5045576v1_genomic_100kbp_proxy.fna,1
GCF_009363835.1_ASM936383v1_genomic_100kbp_proxy.fna,0
GCA_053606545.1_ASM5360654v1_genomic_100kbp_proxy.fna,0
GCA_036213285.1_ASM3621328v1_genomic_100kbp_proxy.fna,1
GCF_004101485.1_ASM410148v1_genomic_100kbp_proxy.fna,1
GCA_905311375.1_NRS6111_genomic_100kbp_proxy.fna,0
GCA_029916985.1_ASM2991698v1_genomic_100kbp_proxy.fna,0
GCF_003990435.1_ASM399043v1_genomic_100kbp_proxy.fna,0
GCA_056108325.1_ASM5610832v1_genomic_100kbp_proxy.fna,0
GCA_035822575.1_ASM3582257v1_genomic_100kbp_proxy.fna,1
GCA_015654205.1_ASM1565420v1_genomic_100kbp_proxy.fna,0
GCF_040616335.1_TIED-A_genomic_100kbp_proxy.fna,1
GCA_004119555.1_ASM411955v1_genomic_100kbp_proxy.fna,1
GCF_002893805.1_ASM289380v1_genomic_100kbp_proxy.fna,1
GCA_905315035.2_NRS6121B_genomic_100kbp_proxy.fna,0
GCA_029762355.2_ASM2976235v2_genomic_100kbp_proxy.fna,1
GCA_026793955.1_ASM2679395v1_genomic_100kbp_proxy.fna,1
GCF_050379895.1_ASM5037989v1_genomic_100kbp_proxy.fna,0
GCF_035812135.1_ASM3581213v1_genomic_100kbp_proxy.fna,1
GCA_025809235.1_ASM2580923v1_genomic_100kbp_proxy.fna,1
GCA_049538155.1_ASM4953815v1_genomic_100kbp_proxy.fna,1
GCA_050468565.1_ASM5046856v1_genomic_100kbp_proxy.fna,0
GCA_022701095.1_ASM2270109v1_genomic_100kbp_proxy.fna,0
GCA_001278955.1_ASM127895v1_genomic_100kbp_proxy.fna,0
GCF_905319535.2_NRS6202B_genomic_100kbp_proxy.fna,0
GCA_035813015.1_ASM3581301v1_genomic_100kbp_proxy.fna,0
GCA_045836075.1_Ta-OAT-35_genomic_100kbp_proxy.fna,0
GCF_982518475.1_NRS2128_genomic_100kbp_proxy.fna,1
GCF_020552665.1_ASM2055266v1_genomic_100kbp_proxy.fna,1
GCA_044546005.1_ASM4454600v1_genomic_100kbp_proxy.fna,1
GCF_056674935.1_ASM5667493v1_genomic_100kbp_proxy.fna,1
GCA_053609865.1_ASM5360986v1_genomic_100kbp_proxy.fna,0
GCA_021233235.1_ASM2123323v1_genomic_100kbp_proxy.fna,0
GCA_050972025.1_ASM5097202v1_genomic_100kbp_proxy.fna,0
GCF_004101365.1_ASM410136v1_genomic_100kbp_proxy.fna,0
GCF_057396125.1_ASM5739612v1_genomic_100kbp_proxy.fna,1
GCA_982518505.1_NRS2114_genomic_100kbp_proxy.fna,0
GCA_029537135.2_ASM2953713v2_genomic_100kbp_proxy.fna,0
GCA_050462525.1_ASM5046252v1_genomic_100kbp_proxy.fna,0
GCF_035811755.1_ASM3581175v1_genomic_100kbp_proxy.fna,1
GCA_054962455.1_ASM5496245v1_genomic_100kbp_proxy.fna,1
GCF_055455735.1_ASM5545573v1_genomic_100kbp_proxy.fna,0
GCA_027923485.1_ASM2792348v1_genomic_100kbp_proxy.fna,0
GCA_050457345.1_ASM5045734v1_genomic_100kbp_proxy.fna,1
GCA_983020325.1_NOWI19-1_SAMN09202468_MAG_00000037_genomic_100kbp_proxy.fna,2
GCF_025732155.1_ASM2573215v1_genomic_100kbp_proxy.fna,1
GCA_023520855.1_ASM2352085v1_genomic_100kbp_proxy.fna,0
GCF_018122455.1_ASM1812245v1_genomic_100kbp_proxy.fna,1
GCA_000747645.1_ASM74764v1_genomic_100kbp_proxy.fna,1
GCA_023521635.1_ASM2352163v1_genomic_100kbp_proxy.fna,1
GCA_013267025.1_ASM1326702v1_genomic_100kbp_proxy.fna,1
GCA_016774345.1_ASM1677434v1_genomic_100kbp_proxy.fna,1
GCA_014171535.1_ASM1417153v1_genomic_100kbp_proxy.fna,1
GCF_058629295.1_ASM5862929v1_genomic_100kbp_proxy.fna,1
GCF_983005325.1_NOWI19-1_SAMN09202469_MAG_00000049_genomic_100kbp_proxy.fna,2
GCF_030643765.1_ASM3064376v1_genomic_100kbp_proxy.fna,1
GCA_035804395.1_ASM3580439v1_genomic_100kbp_proxy.fna,1
GCF_001342275.1_6755_6_9_genomic_100kbp_proxy.fna,1
GCF_026799655.1_ASM2679965v1_genomic_100kbp_proxy.fna,1
GCF_002173695.1_ASM217369v1_genomic_100kbp_proxy.fna,0
GCA_019583555.1_ASM1958355v1_genomic_100kbp_proxy.fna,1
GCA_036347755.1_ASM3634775v1_genomic_100kbp_proxy.fna,1
GCF_001560725.1_NG05B_CO5_10_genomic_100kbp_proxy.fna,1
GCF_022846275.1_ASM2284627v1_genomic_100kbp_proxy.fna,2
GCF_028541125.1_ASM2854112v1_genomic_100kbp_proxy.fna,1
GCA_038442665.1_YB-187_genome_genomic_100kbp_proxy.fna,0
GCF_025021505.1_ASM2502150v1_genomic_100kbp_proxy.fna,0
GCA_060371975.1_ASM6037197v1_genomic_100kbp_proxy.fna,1
GCA_052827765.1_ASM5282776v1_genomic_100kbp_proxy.fna,0
GCA_044545885.1_ASM4454588v1_genomic_100kbp_proxy.fna,0
GCA_001560595.1_NG05B_CO5_02_genomic_100kbp_proxy.fna,1
GCA_029762195.2_ASM2976219v2_genomic_100kbp_proxy.fna,0
GCA_030348835.1_ASM3034883v1_genomic_100kbp_proxy.fna,1
GCF_001559985.1_GG12_C01_04_genomic_100kbp_proxy.fna,1
GCA_036213045.1_ASM3621304v1_genomic_100kbp_proxy.fna,0
GCA_030519455.1_ASM3051945v1_genomic_100kbp_proxy.fna,0
GCA_035807735.1_ASM3580773v1_genomic_100kbp_proxy.fna,0
GCF_019038065.1_ASM1903806v1_genomic_100kbp_proxy.fna,0
GCF_015645705.1_ASM1564570v1_genomic_100kbp_proxy.fna,1
GCA_036962225.1_ASM3696222v1_genomic_100kbp_proxy.fna,0
GCF_965140155.1_CIP61.7_genomic_100kbp_proxy.fna,0
GCA_040548925.1_ASM4054892v1_genomic_100kbp_proxy.fna,0
GCA_027497435.1_ASM2749743v1_genomic_100kbp_proxy.fna,0
GCA_042730965.1_ASM4273096v1_genomic_100kbp_proxy.fna,0
GCF_046592435.1_ASM4659243v1_genomic_100kbp_proxy.fna,1
GCF_004323065.1_ASM432306v1_genomic_100kbp_proxy.fna,1
GCA_028541245.1_ASM2854124v1_genomic_100kbp_proxy.fna,0
GCF_001560275.1_GG12_C01_20_genomic_100kbp_proxy.fna,1
GCF_054481115.1_ASM5448111v1_genomic_100kbp_proxy.fna,1
GCA_050478145.1_ASM5047814v1_genomic_100kbp_proxy.fna,0
GCA_032598945.1_ASM3259894v1_genomic_100kbp_proxy.fna,1
GCA_035812095.1_ASM3581209v1_genomic_100kbp_proxy.fna,0
GCA_002998755.1_ASM299875v1_genomic_100kbp_proxy.fna,1
GCF_015776795.1_ASM1577679v1_genomic_100kbp_proxy.fna,0
GCF_052693165.1_ASM5269316v1_genomic_100kbp_proxy.fna,0
GCA_037201935.1_ASM3720193v1_genomic_100kbp_proxy.fna,0
GCF_027942395.1_ASM2794239v1_genomic_100kbp_proxy.fna,0
GCF_004365735.1_ASM436573v1_genomic_100kbp_proxy.fna,0
GCF_051016515.1_ASM5101651v1_genomic_100kbp_proxy.fna,1
GCF_023713845.1_ASM2371384v1_genomic_100kbp_proxy.fna,0
GCA_029857415.2_DSM3257_genomic_100kbp_proxy.fna,0
GCF_047120225.1_ASM4712022v1_genomic_100kbp_proxy.fna,0
GCF_036213515.1_ASM3621351v1_genomic_100kbp_proxy.fna,1
GCA_024585045.1_ASM2458504v1_genomic_100kbp_proxy.fna,0
GCF_036213305.1_ASM3621330v1_genomic_100kbp_proxy.fna,1
GCA_035822795.1_ASM3582279v1_genomic_100kbp_proxy.fna,0
GCF_050113215.1_ASM5011321v1_genomic_100kbp_proxy.fna,1
GCA_019974395.1_ASM1997439v1_genomic_100kbp_proxy.fna,2
GCF_905318255.2_NRS6181B_genomic_100kbp_proxy.fna,0
GCF_015645725.1_ASM1564572v1_genomic_100kbp_proxy.fna,1
GCA_052037795.2_ASM5203779v2_genomic_100kbp_proxy.fna,1
GCF_023571865.1_ASM2357186v1_genomic_100kbp_proxy.fna,1
GCA_028541265.1_ASM2854126v1_genomic_100kbp_proxy.fna,1
GCA_042792535.1_ASM4279253v1_genomic_100kbp_proxy.fna,0
GCA_002215405.1_ASM221540v1_genomic_100kbp_proxy.fna,1
GCF_030273385.1_ASM3027338v1_genomic_100kbp_proxy.fna,1
GCA_042792915.1_ASM4279291v1_genomic_100kbp_proxy.fna,0
GCA_020859605.1_ASM2085960v1_genomic_100kbp_proxy.fna,1
GCA_045037735.1_ASM4503773v1_genomic_100kbp_proxy.fna,1
GCA_005153965.1_ASM515396v1_genomic_100kbp_proxy.fna,0
GCF_001895065.1_ASM189506v1_genomic_100kbp_proxy.fna,1
GCA_044546025.1_ASM4454602v1_genomic_100kbp_proxy.fna,1
GCF_965250535.1_AMBI-0008_genomic_100kbp_proxy.fna,0
GCF_055283785.1_ASM5528378v1_genomic_100kbp_proxy.fna,1
GCF_905319545.2_NRS6187B_genomic_100kbp_proxy.fna,1
GCA_007786555.1_ASM778655v1_genomic_100kbp_proxy.fna,1
GCA_048381595.1_ASM4838159v1_genomic_100kbp_proxy.fna,1
GCF_001560685.1_NG05B_CO5_08_genomic_100kbp_proxy.fna,1
GCF_000830695.1_ASM83069v1_genomic_100kbp_proxy.fna,1
GCF_024508175.1_ASM2450817v1_genomic_100kbp_proxy.fna,1
GCF_030016405.1_ASM3001640v1_genomic_100kbp_proxy.fna,1
GCA_050457365.1_ASM5045736v1_genomic_100kbp_proxy.fna,0
GCA_982983745.1_NOWI19-1_SAMN09201452_MAG_00000043_genomic_100kbp_proxy.fna,2
GCA_036231745.1_ASM3623174v1_genomic_100kbp_proxy.fna,0
GCF_018122475.1_ASM1812247v1_genomic_100kbp_proxy.fna,0
GCA_023521615.1_ASM2352161v1_genomic_100kbp_proxy.fna,1
GCA_060301585.1_ASM6030158v1_genomic_100kbp_proxy.fna,0
GCF_004119695.1_ASM411969v1_genomic_100kbp_proxy.fna,1
GCF_042274205.1_ASM4227420v1_genomic_100kbp_proxy.fna,0
GCA_000341775.1_ASM34177v1_genomic_100kbp_proxy.fna,1
GCA_026795275.1_ASM2679527v1_genomic_100kbp_proxy.fna,1
GCA_905316385.2_NRS6167B_genomic_100kbp_proxy.fna,1
GCF_905311025.1_NRS6084_genomic_100kbp_proxy.fna,0
GCF_039917025.1_ASM3991702v1_genomic_100kbp_proxy.fna,0
GCA_053713335.1_ASM5371333v1_genomic_100kbp_proxy.fna,1
GCF_035805295.1_ASM3580529v1_genomic_100kbp_proxy.fna,1
GCA_056858235.1_ASM5685823v1_genomic_100kbp_proxy.fna,1
GCA_012028945.1_ASM1202894v1_genomic_100kbp_proxy.fna,0
GCF_001660525.1_ASM166052v1_genomic_100kbp_proxy.fna,0
GCA_050455745.1_ASM5045574v1_genomic_100kbp_proxy.fna,0
GCA_035812275.1_ASM3581227v1_genomic_100kbp_proxy.fna,0
GCA_050475685.1_ASM5047568v1_genomic_100kbp_proxy.fna,1
GCA_019974155.1_ASM1997415v1_genomic_100kbp_proxy.fna,2
GCA_004119535.1_ASM411953v1_genomic_100kbp_proxy.fna,0
GCF_030348595.1_ASM3034859v1_genomic_100kbp_proxy.fna,1
GCF_030767265.1_ASM3076726v1_genomic_100kbp_proxy.fna,0
GCA_060497655.1_CBMAI_707_genomic_100kbp_proxy.fna,1
GCA_947037075.1_ERR5647223_bin.6_metawrap_v1.3_MAG_genomic_100kbp_proxy.fna,0
GCA_009913395.1_ASM991339v1_genomic_100kbp_proxy.fna,1
GCF_982525055.1_NRS2107_genomic_100kbp_proxy.fna,1
GCA_905311385.2_NRS6116B_genomic_100kbp_proxy.fna,1
GCA_044545055.1_ASM4454505v1_genomic_100kbp_proxy.fna,0
GCA_050480045.1_ASM5048004v1_genomic_100kbp_proxy.fna,1
GCF_051851495.1_ASM5185149v1_genomic_100kbp_proxy.fna,0
GCA_029762375.2_ASM2976237v2_genomic_100kbp_proxy.fna,1
GCF_000830635.1_ASM83063v1_genomic_100kbp_proxy.fna,0
GCA_982777755.1_FORT15-1_SAMEA3355530_MAG_00000001_genomic_100kbp_proxy.fna,2
GCA_030122885.1_ASM3012288v1_genomic_100kbp_proxy.fna,0
GCF_004119175.1_ASM411917v1_genomic_100kbp_proxy.fna,1
GCA_054481095.1_ASM5448109v1_genomic_100kbp_proxy.fna,0
GCA_050476225.1_ASM5047622v1_genomic_100kbp_proxy.fna,1
GCF_035805055.1_ASM3580505v1_genomic_100kbp_proxy.fna,1
GCA_000338775.1_ASM33877v1_genomic_100kbp_proxy.fna,1
GCF_001726025.1_ASM172602v1_genomic_100kbp_proxy.fna,0
GCA_007165405.1_ASM716540v1_genomic_100kbp_proxy.fna,2
GCF_003612735.1_ASM361273v1_genomic_100kbp_proxy.fna,1
GCA_059025425.1_ASM5902542v1_genomic_100kbp_proxy.fna,0
GCA_036365295.1_ASM3636529v1_genomic_100kbp_proxy.fna,0
GCA_000401495.1_ASM40149v1_genomic_100kbp_proxy.fna,2
GCA_036221365.1_ASM3622136v1_genomic_100kbp_proxy.fna,0
GCA_007667365.1_ASM766736v1_genomic_100kbp_proxy.fna,0
GCA_001560715.1_NG05B_CO5_09_genomic_100kbp_proxy.fna,1
GCA_025716825.1_ASM2571682v1_genomic_100kbp_proxy.fna,1
GCF_035825195.1_ASM3582519v1_genomic_100kbp_proxy.fna,1
GCA_056433225.1_ASM5643322v1_genomic_100kbp_proxy.fna,1
GCA_963692735.1_SQ513ccp_genomic_100kbp_proxy.fna,0
GCF_004328925.1_ASM432892v1_genomic_100kbp_proxy.fna,1
GCF_009662335.1_ASM966233v1_genomic_100kbp_proxy.fna,1
GCA_023715025.1_ASM2371502v1_genomic_100kbp_proxy.fna,1
GCF_001750745.1_ASM175074v1_genomic_100kbp_proxy.fna,1
GCA_001890405.1_ASM189040v1_genomic_100kbp_proxy.fna,0
GCA_031316525.1_ASM3131652v1_genomic_100kbp_proxy.fna,1
GCA_002290305.1_ASM229030v1_genomic_100kbp_proxy.fna,1
GCF_007666815.1_ASM766681v1_genomic_100kbp_proxy.fna,0
GCF_038594285.1_ASM3859428v1_genomic_100kbp_proxy.fna,0
GCA_058629315.1_ASM5862931v1_genomic_100kbp_proxy.fna,0
GCA_002338765.1_ASM233876v1_genomic_100kbp_proxy.fna,1
GCA_053607045.1_ASM5360704v1_genomic_100kbp_proxy.fna,0
GCF_040372575.1_ASM4037257v1_genomic_100kbp_proxy.fna,2
GCA_047758345.1_ASM4775834v1_genomic_100kbp_proxy.fna,1
GCA_035813755.1_ASM3581375v1_genomic_100kbp_proxy.fna,0
GCA_965138925.1_CIP1.83_genomic_100kbp_proxy.fna,1
GCA_028540585.1_ASM2854058v1_genomic_100kbp_proxy.fna,1
GCF_017901775.1_ASM1790177v1_genomic_100kbp_proxy.fna,1
GCF_000155375.1_ASM15537v1_genomic_100kbp_proxy.fna,1
GCA_046267835.1_ASM4626783v1_genomic_100kbp_proxy.fna,1
GCA_003665295.1_ASM366529v1_genomic_100kbp_proxy.fna,0
GCA_001560795.1_NG05B_CO5_13_genomic_100kbp_proxy.fna,1
GCA_035822235.1_ASM3582223v1_genomic_100kbp_proxy.fna,0
GCF_001560135.1_GG12_C01_13_genomic_100kbp_proxy.fna,1
GCF_052233195.1_ASM5223319v1_genomic_100kbp_proxy.fna,1
GCA_001286765.1_Bacillus_JRS7_genomic_100kbp_proxy.fna,1
GCA_037757895.1_ASM3775789v1_genomic_100kbp_proxy.fna,0
GCA_001888825.1_ASM188882v1_genomic_100kbp_proxy.fna,0
GCF_001560755.1_NG05B_CO5_11_genomic_100kbp_proxy.fna,1
GCF_049368775.1_ASM4936877v1_genomic_100kbp_proxy.fna,1
GCA_046529455.1_ASM4652945v1_genomic_100kbp_proxy.fna,0
GCA_019464335.1_ASM1946433v1_genomic_100kbp_proxy.fna,0
GCA_042753845.1_ASM4275384v1_genomic_100kbp_proxy.fna,1
GCF_036621485.1_ASM3662148v1_genomic_100kbp_proxy.fna,0
GCA_032878855.1_ASM3287885v1_genomic_100kbp_proxy.fna,0
GCA_023156115.1_ASM2315611v1_genomic_100kbp_proxy.fna,1
GCA_003594755.2_ASM359475v2_genomic_100kbp_proxy.fna,1
GCA_052119865.1_ASM5211986v1_genomic_100kbp_proxy.fna,1
GCA_035621695.1_ASM3562169v1_genomic_100kbp_proxy.fna,1
GCA_051963855.1_ASM5196385v1_genomic_100kbp_proxy.fna,1
GCA_018603725.1_ASM1860372v1_genomic_100kbp_proxy.fna,0
GCF_055524525.1_ASM5552452v1_genomic_100kbp_proxy.fna,0
GCA_055566775.1_ASM5556677v1_genomic_100kbp_proxy.fna,0
GCF_983003735.1_NOWI19-1_SAMN10350894_MAG_00000125_genomic_100kbp_proxy.fna,2
GCF_035804575.1_ASM3580457v1_genomic_100kbp_proxy.fna,0
GCF_036221765.1_ASM3622176v1_genomic_100kbp_proxy.fna,1
GCF_002201995.1_ASM220199v1_genomic_100kbp_proxy.fna,1
GCF_036965365.1_ASM3696536v1_genomic_100kbp_proxy.fna,1
GCF_037997165.1_ASM3799716v1_genomic_100kbp_proxy.fna,1
GCA_001698525.1_ASM169852v1_genomic_100kbp_proxy.fna,1
GCF_056679995.1_ASM5667999v1_genomic_100kbp_proxy.fna,0
GCA_059729425.1_ASM5972942v1_genomic_100kbp_proxy.fna,2
GCF_040819565.1_ASM4081956v1_genomic_100kbp_proxy.fna,1
GCA_036221825.1_ASM3622182v1_genomic_100kbp_proxy.fna,1
GCA_009913535.1_ASM991353v1_genomic_100kbp_proxy.fna,1
GCA_019037965.1_ASM1903796v1_genomic_100kbp_proxy.fna,0
GCA_905311395.1_NRS6108_genomic_100kbp_proxy.fna,1
GCA_036221405.1_ASM3622140v1_genomic_100kbp_proxy.fna,1
GCA_035804615.1_ASM3580461v1_genomic_100kbp_proxy.fna,1
GCF_036218665.1_ASM3621866v1_genomic_100kbp_proxy.fna,1
GCA_004119835.1_ASM411983v1_genomic_100kbp_proxy.fna,1
GCF_000385985.1_Bacillus_subtilis_PS216_genomic_100kbp_proxy.fna,0
GCF_053551415.1_ASM5355141v1_genomic_100kbp_proxy.fna,1
GCF_021398545.1_ASM2139854v1_genomic_100kbp_proxy.fna,1
GCF_015602625.1_ASM1560262v1_genomic_100kbp_proxy.fna,1
GCA_042886295.1_ASM4288629v1_genomic_100kbp_proxy.fna,0
GCF_015645655.1_ASM1564565v1_genomic_100kbp_proxy.fna,0
GCF_041514415.1_ASM4151441v1_genomic_100kbp_proxy.fna,1
GCA_046535715.1_ASM4653571v1_genomic_100kbp_proxy.fna,0
GCF_024128815.1_ASM2412881v1_genomic_100kbp_proxy.fna,1
GCA_001746575.1_ASM174657v1_genomic_100kbp_proxy.fna,1
GCF_012689465.1_ASM1268946v1_genomic_100kbp_proxy.fna,1
